0.0033648,0.0265982,0.00453687,0.0354419,0.358023
0.00337219,0.026602,0.00453997,0.03528,0.354843
0.0033381,0.0267949,0.00453401,0.0357571,0.354311
0.00336099,0.026072,0.00452614,0.034744,0.331259
0.00332308,0.0266628,0.00450301,0.035274,0.351294
0.00331283,0.026618,0.00450802,0.0355489,0.356257
0.00337005,0.0261929,0.00454402,0.0350859,0.355682
0.00334787,0.0267661,0.00452709,0.0356061,0.335274
0.00331879,0.026247,0.00453997,0.034873,0.345724
0.00497007,0.0277541,0.00451684,0.046881,0.37756
0.00789499,0.066417,0.0117662,0.0872941,0.553761
0.00771713,0.0654619,0.0117571,0.08623,0.536233
0.00812912,0.0686901,0.0117638,0.0900888,0.559236
0.00810695,0.0663481,0.0117939,0.0877459,0.540783
0.00804305,0.0662389,0.0117919,0.0885739,0.54668
0.00820112,0.0664909,0.0117671,0.087754,0.538554
0.00794601,0.0666099,0.0117581,0.0877512,0.554801
0.00802398,0.067733,0.011745,0.0889621,0.565463
0.00786185,0.0668321,0.0117941,0.0877521,0.539537
0.00871992,0.0663631,0.0117688,0.0881178,0.557413
0.0787249,0.606647,0.146485,0.836628,5.20698
0.0952091,0.612543,0.14612,0.85833,5.02828
0.078862,0.60638,0.146456,0.835222,5.03428
0.0789981,0.611053,0.146116,0.840079,5.04787
0.0787699,0.612367,0.145743,0.847808,5.04641
0.0788982,0.608461,0.145986,0.876877,5.06991
0.0788891,0.610501,0.145859,0.848934,5.02443
0.0788741,0.614876,0.146408,0.844265,5.03728
0.078963,0.606525,0.146231,0.83604,5.03041
0.0788159,0.616239,0.146122,0.845584,5.02275
0.168427,1.26676,0.315458,1.76332,11.3645
0.166072,1.27563,0.315638,1.76285,11.3703
0.167783,1.25488,0.316065,1.77772,11.3861
0.166865,1.26229,0.315915,1.75799,11.3711
0.165988,1.25873,0.316469,1.74889,11.3475
0.166151,1.26573,0.315905,1.75468,11.3395
0.165969,1.25489,0.315794,1.74301,11.3438
0.175184,1.2609,0.316441,1.76084,11.3779
0.165995,1.26039,0.316337,1.75054,11.3582
0.16591,1.25714,0.316282,1.74468,11.3523
0.255472,1.91122,0.492497,2.67841,19.8371
0.255751,1.91647,0.492409,2.67762,19.7956
0.254323,1.91031,0.492211,2.66403,19.7783
0.255629,1.90091,0.491385,2.65455,19.7991
0.254536,1.92965,0.492321,2.68419,19.753
0.254806,1.91605,0.492989,2.67087,19.7372
0.254091,1.90197,0.492422,2.65506,19.7688
0.254186,1.91653,0.492223,2.67032,19.7574
0.254464,1.90143,0.49269,2.69869,19.792
0.254456,1.92307,0.492437,2.67977,19.7699
0.59585
0.0698071,0.0566251,0.00991797,0.136445,0.542213
0.570679
0.60952
0.0698848,0.0594821,0.00990796,0.139369,0.537357
0.62748
0.570137
0.572765
